falhas_chamada,reclamacoes,tempo_assinatura,valor_cobrado,segundos_uso,freq_uso,freq_sms,numeros_dist_chamados,plano,situacao,idade,valor_cliente,cancelamento
0,0,36,0,5013,79,0,13,Pré-Pago,Ativo,25,22914,Não Cancelou
0,0,36,0,1333,38,0,4,Pré-Pago,Inativo,30,5484,Não Cancelou
16,0,36,0,14235,209,26,15,Pré-Pago,Ativo,30,68176,Não Cancelou
0,0,36,0,2190,11,455,5,Pré-Pago,Ativo,30,190804,Não Cancelou
0,0,35,0,14580,166,122,13,Pré-Pago,Ativo,25,121257,Não Cancelou
0,0,35,0,5595,70,158,9,Pré-Pago,Ativo,30,8586,Não Cancelou
0,0,35,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
0,0,36,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
0,0,35,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,35,0,6603,111,356,26,Pré-Pago,Ativo,25,190413,Não Cancelou
0,0,35,0,10560,138,0,30,Pré-Pago,Ativo,30,42792,Não Cancelou
0,0,35,0,5813,59,80,20,Pré-Pago,Ativo,25,62424,Não Cancelou
7,0,31,0,50,2,0,1,Pré-Pago,Inativo,25,234,Cancelou
12,0,34,5,9530,77,0,25,Pré-Pago,Ativo,45,240175,Não Cancelou
4,0,34,0,4913,82,0,7,Pré-Pago,Ativo,25,224775,Cancelou
0,0,32,0,1935,6,0,2,Pré-Pago,Ativo,30,7764,Não Cancelou
0,0,33,0,2085,25,0,9,Pré-Pago,Inativo,25,9495,Cancelou
0,1,34,0,1363,28,6,14,Pré-Pago,Inativo,30,7964,Cancelou
0,0,34,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,34,0,0,0,0,0,Pré-Pago,Ativo,30,0,Não Cancelou
0,0,31,0,5880,81,0,5,Pré-Pago,Ativo,45,149025,Não Cancelou
0,1,34,0,0,0,0,0,Pré-Pago,Inativo,45,0,Cancelou
0,0,34,0,0,0,0,0,Pré-Pago,Ativo,45,0,Não Cancelou
16,0,29,0,15170,222,0,63,Pré-Pago,Ativo,25,69264,Não Cancelou
0,0,32,0,6060,100,243,16,Contrato,Ativo,25,13707,Não Cancelou
0,0,34,0,2813,66,0,11,Pré-Pago,Ativo,25,129555,Não Cancelou
0,0,33,0,760,28,10,3,Pré-Pago,Inativo,30,7152,Não Cancelou
0,0,34,0,1875,37,147,6,Pré-Pago,Ativo,25,74754,Não Cancelou
0,0,25,0,1903,20,165,8,Contrato,Ativo,25,829035,Não Cancelou
0,0,24,0,663,23,2,51,Pré-Pago,Ativo,45,2215,Não Cancelou
0,0,25,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
0,0,24,0,0,0,0,0,Pré-Pago,Inativo,45,0,Não Cancelou
0,0,23,0,0,0,0,0,Pré-Pago,Ativo,25,0,Não Cancelou
0,0,23,0,2320,45,0,6,Pré-Pago,Ativo,30,946,Não Cancelou
0,0,16,0,0,0,0,0,Pré-Pago,Ativo,25,0,Não Cancelou
7,0,15,0,5488,125,57,25,Contrato,Ativo,15,622215,Não Cancelou
3,0,13,0,8028,155,45,23,Pré-Pago,Ativo,45,317075,Não Cancelou
0,0,14,0,1948,29,3,2,Pré-Pago,Ativo,30,9108,Não Cancelou
0,0,7,0,3485,24,187,21,Pré-Pago,Ativo,30,88836,Não Cancelou
0,0,7,0,0,0,0,0,Pré-Pago,Ativo,25,0,Cancelou
3,0,37,0,4180,71,30,19,Pré-Pago,Ativo,30,29004,Não Cancelou
0,0,38,0,128,5,32,6,Pré-Pago,Inativo,30,13332,Não Cancelou
5,0,36,0,2263,60,384,26,Pré-Pago,Ativo,30,162892,Não Cancelou
5,0,37,0,4008,66,26,37,Pré-Pago,Ativo,15,36707,Não Cancelou
0,0,37,0,2203,58,27,35,Pré-Pago,Ativo,25,223245,Não Cancelou
6,0,37,1,3585,82,57,30,Pré-Pago,Ativo,30,37468,Não Cancelou
0,0,37,0,2170,39,310,20,Pré-Pago,Ativo,30,132836,Não Cancelou
8,0,36,2,8925,121,169,45,Pré-Pago,Ativo,30,103784,Não Cancelou
2,0,37,0,13583,169,25,46,Pré-Pago,Ativo,30,65008,Não Cancelou
2,0,37,1,4325,83,27,27,Pré-Pago,Ativo,30,28432,Não Cancelou
1,0,37,0,5728,95,32,14,Pré-Pago,Ativo,30,36092,Não Cancelou
4,0,37,0,2048,54,33,19,Pré-Pago,Inativo,30,21608,Não Cancelou
20,0,37,3,14950,225,79,34,Pré-Pago,Ativo,30,923,Não Cancelou
0,0,37,1,2905,27,508,10,Pré-Pago,Ativo,30,214928,Não Cancelou
4,0,36,0,15295,182,175,32,Pré-Pago,Ativo,25,1483965,Não Cancelou
0,0,36,1,6310,86,211,28,Pré-Pago,Ativo,30,109984,Não Cancelou
0,0,36,0,685,14,25,13,Pré-Pago,Inativo,25,143955,Não Cancelou
0,0,37,0,520,14,38,10,Pré-Pago,Inativo,30,17336,Não Cancelou
0,0,36,0,0,0,25,0,Pré-Pago,Inativo,25,1125,Cancelou
0,0,36,0,7318,127,409,45,Pré-Pago,Ativo,30,19338,Não Cancelou
2,0,36,1,11275,154,36,49,Pré-Pago,Ativo,45,375725,Não Cancelou
3,0,36,1,6528,75,133,39,Pré-Pago,Ativo,25,895635,Não Cancelou
18,0,32,0,765,47,41,19,Pré-Pago,Inativo,30,19648,Cancelou
16,0,35,8,10245,93,26,44,Contrato,Ativo,55,19407,Não Cancelou
8,1,35,1,5628,98,51,26,Pré-Pago,Ativo,25,48717,Cancelou
0,0,33,0,2650,22,25,16,Pré-Pago,Ativo,30,20688,Não Cancelou
4,1,34,0,2800,41,34,18,Pré-Pago,Inativo,30,24964,Cancelou
4,0,35,0,2078,44,59,33,Pré-Pago,Inativo,30,32088,Cancelou
0,0,35,0,0,0,25,0,Pré-Pago,Inativo,30,100,Cancelou
0,0,35,0,1478,25,25,8,Pré-Pago,Ativo,45,100075,Não Cancelou
0,0,32,1,6595,97,39,24,Pré-Pago,Ativo,55,15888,Não Cancelou
0,0,35,0,438,7,34,6,Pré-Pago,Inativo,45,96125,Cancelou
0,0,35,1,148,4,29,4,Pré-Pago,Ativo,55,4578,Não Cancelou
20,0,30,3,15885,238,25,82,Pré-Pago,Ativo,25,838035,Não Cancelou
1,0,33,3,6775,116,296,35,Contrato,Ativo,25,1642095,Não Cancelou
0,0,35,0,3528,82,27,30,Pré-Pago,Ativo,30,2524,Não Cancelou
0,0,34,0,1475,44,63,22,Pré-Pago,Inativo,30,31276,Não Cancelou
1,0,35,0,2590,53,200,25,Pré-Pago,Ativo,25,1018935,Não Cancelou
0,0,26,1,1125,36,218,13,Contrato,Ativo,25,1033245,Não Cancelou
0,0,25,0,1378,39,55,70,Pré-Pago,Ativo,45,172925,Não Cancelou
6,0,26,0,510,25,35,9,Pré-Pago,Inativo,30,1614,Não Cancelou
0,0,25,0,635,10,46,5,Pré-Pago,Inativo,45,131125,Não Cancelou
5,0,24,0,1035,32,44,15,Pré-Pago,Ativo,25,246015,Não Cancelou
0,0,24,0,3035,61,33,25,Pré-Pago,Ativo,30,25584,Não Cancelou
0,0,17,0,1505,26,53,16,Pré-Pago,Ativo,25,307395,Não Cancelou
11,0,16,1,6203,141,110,44,Contrato,Ativo,25,78048,Não Cancelou
7,0,14,0,8743,171,98,42,Pré-Pago,Ativo,55,28071,Não Cancelou
3,0,15,3,2663,45,56,21,Pré-Pago,Ativo,30,33232,Não Cancelou
0,0,8,1,4200,40,240,12,Pré-Pago,Ativo,30,11296,Não Cancelou
0,1,8,1,1298,19,25,9,Pré-Pago,Ativo,30,15268,Cancelou
3,0,35,0,3950,59,0,11,Pré-Pago,Ativo,25,180405,Não Cancelou
0,0,36,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
5,0,34,0,2033,48,320,18,Pré-Pago,Ativo,25,1533645,Não Cancelou
5,0,35,0,3778,54,0,29,Pré-Pago,Ativo,15,21076,Não Cancelou
0,0,35,0,1973,46,0,27,Pré-Pago,Ativo,15,111045,Não Cancelou
6,0,35,0,3355,70,0,22,Pré-Pago,Ativo,25,154125,Não Cancelou
0,0,35,0,1940,27,246,12,Pré-Pago,Ativo,30,106268,Não Cancelou
8,0,34,0,8695,109,105,37,Pré-Pago,Ativo,30,77216,Não Cancelou
2,0,35,0,13353,157,0,38,Pré-Pago,Ativo,30,5404,Não Cancelou
2,0,35,0,4095,71,0,19,Pré-Pago,Ativo,30,16664,Não Cancelou
1,0,35,0,5498,83,0,6,Pré-Pago,Ativo,25,251145,Não Cancelou
4,0,35,0,1818,42,0,11,Pré-Pago,Inativo,30,744,Não Cancelou
20,0,35,1,14720,213,15,26,Pré-Pago,Ativo,25,739485,Não Cancelou
0,0,35,0,2675,15,444,2,Pré-Pago,Ativo,30,18836,Não Cancelou
4,0,34,0,15065,170,111,24,Pré-Pago,Ativo,25,1185075,Não Cancelou
0,0,34,0,6080,74,147,20,Pré-Pago,Ativo,30,83416,Não Cancelou
0,0,34,0,455,2,0,5,Pré-Pago,Inativo,25,20565,Não Cancelou
0,0,35,0,290,2,0,2,Pré-Pago,Inativo,25,1314,Não Cancelou
0,0,34,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,34,0,7088,115,345,37,Pré-Pago,Ativo,25,1876635,Não Cancelou
2,0,34,0,11045,142,0,41,Pré-Pago,Ativo,30,44748,Não Cancelou
3,0,34,0,6298,63,69,31,Pré-Pago,Ativo,25,596745,Não Cancelou
18,0,30,0,535,35,0,11,Pré-Pago,Inativo,25,2565,Cancelou
16,0,33,6,10015,81,0,36,Pré-Pago,Ativo,45,2524,Não Cancelou
8,0,33,0,5398,86,0,18,Pré-Pago,Ativo,25,24678,Cancelou
0,0,31,0,2420,10,0,8,Pré-Pago,Ativo,30,972,Não Cancelou
4,1,32,0,2570,29,0,10,Pré-Pago,Inativo,25,116955,Cancelou
4,0,33,0,1848,32,0,25,Pré-Pago,Inativo,30,752,Cancelou
0,0,33,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,33,0,1248,13,0,3,Pré-Pago,Ativo,30,5044,Não Cancelou
0,0,30,0,6365,85,0,16,Pré-Pago,Ativo,45,16125,Não Cancelou
0,0,33,0,0,0,0,0,Pré-Pago,Inativo,30,0,Cancelou
0,0,33,0,0,0,0,0,Pré-Pago,Ativo,45,0,Não Cancelou
20,0,28,1,15655,226,0,74,Pré-Pago,Ativo,25,714645,Não Cancelou
1,0,31,1,6545,104,232,27,Contrato,Ativo,25,1343205,Não Cancelou
0,0,33,0,3298,70,0,22,Pré-Pago,Ativo,25,15156,Não Cancelou
0,0,32,0,1245,32,0,14,Pré-Pago,Inativo,30,5108,Não Cancelou
1,0,33,0,2360,41,136,17,Pré-Pago,Ativo,25,720045,Não Cancelou
0,0,24,0,895,24,154,5,Contrato,Ativo,25,734355,Não Cancelou
0,0,23,0,1148,27,0,62,Pré-Pago,Ativo,45,29375,Não Cancelou
6,0,24,0,280,13,0,1,Pré-Pago,Inativo,25,13185,Não Cancelou
0,0,23,0,0,0,0,0,Pré-Pago,Inativo,45,0,Não Cancelou
5,0,22,0,805,20,0,7,Pré-Pago,Ativo,15,45375,Não Cancelou
0,0,22,0,2805,49,0,17,Pré-Pago,Ativo,30,11416,Não Cancelou
0,0,15,0,1275,14,0,8,Pré-Pago,Ativo,25,58005,Não Cancelou
11,0,14,0,5973,129,46,36,Contrato,Ativo,15,58861,Não Cancelou
7,0,12,0,8513,159,34,34,Pré-Pago,Ativo,45,3018,Não Cancelou
3,0,13,1,2433,33,0,13,Pré-Pago,Ativo,30,9864,Não Cancelou
0,0,6,0,3970,28,176,4,Pré-Pago,Ativo,25,97191,Não Cancelou
0,1,6,0,1068,7,0,1,Pré-Pago,Ativo,25,48375,Cancelou
5,0,36,0,4255,66,7,18,Pré-Pago,Ativo,25,225945,Não Cancelou
0,0,37,0,0,0,9,0,Pré-Pago,Inativo,25,405,Não Cancelou
7,0,35,0,2338,55,361,25,Pré-Pago,Ativo,25,1732185,Não Cancelou
7,0,36,0,4083,61,3,36,Pré-Pago,Ativo,15,24442,Não Cancelou
0,0,36,0,2278,53,4,34,Pré-Pago,Ativo,15,150205,Não Cancelou
8,0,36,0,3660,77,34,29,Pré-Pago,Ativo,25,321165,Não Cancelou
1,0,36,0,2245,34,287,19,Pré-Pago,Ativo,30,123916,Não Cancelou
10,0,35,1,9000,116,146,44,Pré-Pago,Ativo,30,94864,Não Cancelou
4,0,36,0,13658,164,2,45,Pré-Pago,Ativo,30,56088,Não Cancelou
4,0,36,0,4400,78,4,26,Pré-Pago,Ativo,30,19512,Não Cancelou
3,0,36,0,5803,90,9,13,Pré-Pago,Ativo,25,305685,Não Cancelou
6,1,36,0,2123,49,10,18,Pré-Pago,Inativo,30,12688,Não Cancelou
22,0,36,2,15025,220,56,33,Pré-Pago,Ativo,30,8338,Não Cancelou
1,0,36,0,2980,22,485,9,Pré-Pago,Ativo,30,206008,Não Cancelou
6,0,35,0,15370,177,152,31,Pré-Pago,Ativo,25,1383615,Não Cancelou
0,0,35,0,6385,81,188,27,Pré-Pago,Ativo,30,101064,Não Cancelou
0,0,35,0,760,9,2,12,Pré-Pago,Inativo,25,43605,Não Cancelou
0,0,36,0,595,9,15,9,Pré-Pago,Inativo,25,9468,Não Cancelou
0,0,35,0,0,0,2,0,Pré-Pago,Inativo,25,9,Cancelou
0,0,35,0,7393,122,386,44,Pré-Pago,Ativo,25,2075175,Não Cancelou
4,0,35,0,11350,149,13,48,Pré-Pago,Ativo,30,51196,Não Cancelou
5,0,35,0,6603,70,110,38,Pré-Pago,Ativo,25,795285,Não Cancelou
20,0,31,0,840,42,18,18,Pré-Pago,Inativo,25,12069,Cancelou
18,0,34,7,10320,88,3,43,Pré-Pago,Ativo,45,2677,Não Cancelou
10,0,34,0,5703,93,28,25,Pré-Pago,Ativo,25,38682,Cancelou
0,0,32,0,2725,17,2,15,Pré-Pago,Ativo,30,11768,Não Cancelou
6,0,33,0,2875,36,11,17,Pré-Pago,Inativo,25,180495,Cancelou
6,1,34,0,2153,39,36,32,Pré-Pago,Inativo,30,23168,Cancelou
0,0,34,0,0,0,2,0,Pré-Pago,Inativo,30,8,Cancelou
0,0,34,0,1553,20,2,7,Pré-Pago,Ativo,30,7092,Não Cancelou
0,0,31,0,6670,92,16,23,Pré-Pago,Ativo,45,20905,Não Cancelou
0,0,34,0,513,2,11,5,Pré-Pago,Inativo,45,40375,Cancelou
0,0,34,0,0,0,6,0,Pré-Pago,Ativo,55,9,Não Cancelou
22,0,29,2,15960,233,2,81,Pré-Pago,Ativo,25,737685,Não Cancelou
3,0,32,2,6850,111,273,34,Contrato,Ativo,25,1541745,Não Cancelou
0,0,34,0,3603,77,4,29,Pré-Pago,Ativo,25,1836,Não Cancelou
0,0,33,0,1550,39,40,21,Pré-Pago,Inativo,30,22356,Não Cancelou
3,0,34,0,2665,48,177,24,Pré-Pago,Ativo,25,918585,Não Cancelou
1,0,25,0,1200,31,195,12,Contrato,Ativo,25,932895,Não Cancelou
1,0,24,0,1453,34,32,69,Pré-Pago,Ativo,45,117175,Não Cancelou
8,0,25,0,585,20,12,8,Pré-Pago,Inativo,25,81225,Não Cancelou
0,0,24,0,710,5,23,4,Pré-Pago,Inativo,45,75375,Não Cancelou
7,0,23,0,1110,27,21,14,Pré-Pago,Ativo,25,145665,Não Cancelou
0,0,23,0,3110,56,10,24,Pré-Pago,Ativo,30,16664,Não Cancelou
0,0,16,0,1580,21,30,15,Pré-Pago,Ativo,25,207045,Não Cancelou
13,0,15,0,6277,136,87,43,Contrato,Ativo,15,831215,Não Cancelou
9,0,13,0,8817,166,75,41,Pré-Pago,Ativo,45,412075,Não Cancelou
5,0,14,2,2737,40,33,20,Pré-Pago,Ativo,30,24308,Não Cancelou
0,0,7,0,4275,35,217,11,Pré-Pago,Ativo,30,10404,Não Cancelou
0,1,7,0,1372,14,2,8,Pré-Pago,Ativo,25,7137,Cancelou
1,0,36,0,3875,64,0,12,Pré-Pago,Ativo,25,177255,Não Cancelou
0,0,37,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
3,0,35,0,1958,53,343,19,Pré-Pago,Ativo,25,1633995,Não Cancelou
3,0,36,0,3703,59,0,30,Pré-Pago,Ativo,25,16929,Não Cancelou
0,0,36,0,1898,51,0,28,Pré-Pago,Ativo,15,107195,Não Cancelou
4,0,36,0,3280,75,16,23,Pré-Pago,Ativo,25,222975,Não Cancelou
0,0,36,0,1865,32,269,13,Pré-Pago,Ativo,30,115188,Não Cancelou
6,0,35,1,8620,114,128,38,Pré-Pago,Ativo,30,86136,Não Cancelou
0,0,36,0,13278,162,0,39,Pré-Pago,Ativo,30,5376,Não Cancelou
0,0,36,0,4020,76,0,20,Pré-Pago,Ativo,30,16384,Não Cancelou
0,0,36,0,5423,88,0,7,Pré-Pago,Ativo,25,247995,Não Cancelou
2,0,36,0,1743,47,0,12,Pré-Pago,Inativo,30,716,Não Cancelou
18,0,36,2,14645,218,38,27,Pré-Pago,Ativo,30,74652,Não Cancelou
0,0,36,0,2600,20,467,3,Pré-Pago,Ativo,30,19728,Não Cancelou
2,0,35,0,14990,175,134,25,Pré-Pago,Ativo,25,1285425,Não Cancelou
0,0,35,0,6005,79,170,21,Pré-Pago,Ativo,30,92336,Não Cancelou
0,0,35,0,380,7,0,6,Pré-Pago,Inativo,25,17415,Não Cancelou
0,0,36,0,215,7,0,3,Pré-Pago,Inativo,25,999,Não Cancelou
0,0,35,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,35,0,7013,120,368,38,Pré-Pago,Ativo,25,1976985,Não Cancelou
0,0,35,0,10970,147,0,42,Pré-Pago,Ativo,30,44468,Não Cancelou
1,0,35,0,6223,68,92,32,Pré-Pago,Ativo,25,697095,Não Cancelou
16,1,31,0,460,40,0,12,Pré-Pago,Inativo,25,225,Cancelou
14,0,34,7,9940,86,0,37,Pré-Pago,Ativo,45,25065,Não Cancelou
6,0,34,0,5323,91,10,19,Pré-Pago,Ativo,25,28863,Cancelou
0,0,32,0,2345,15,0,9,Pré-Pago,Ativo,30,944,Não Cancelou
2,1,33,0,2495,34,0,11,Pré-Pago,Inativo,25,113805,Cancelou
2,0,34,0,1773,37,18,26,Pré-Pago,Inativo,30,1444,Cancelou
0,0,34,0,0,0,0,0,Pré-Pago,Inativo,30,0,Cancelou
0,0,34,0,1173,18,0,1,Pré-Pago,Ativo,30,4764,Não Cancelou
0,0,31,0,6290,90,0,17,Pré-Pago,Ativo,45,1595,Não Cancelou
0,0,34,0,0,0,0,0,Pré-Pago,Inativo,45,0,Cancelou
0,0,34,0,0,0,0,0,Pré-Pago,Ativo,55,0,Não Cancelou
18,0,29,2,15580,231,0,75,Pré-Pago,Ativo,25,711495,Não Cancelou
0,0,32,2,6470,109,255,28,Contrato,Ativo,25,1443555,Não Cancelou
0,0,34,0,3223,75,0,23,Pré-Pago,Ativo,25,14841,Não Cancelou
0,0,33,0,1170,37,22,15,Pré-Pago,Inativo,30,13628,Não Cancelou
0,0,34,0,2285,46,159,18,Pré-Pago,Ativo,25,820395,Não Cancelou
0,0,25,0,820,29,177,6,Contrato,Ativo,25,834705,Não Cancelou
0,0,24,0,1073,32,14,63,Pré-Pago,Ativo,45,62625,Não Cancelou
4,0,25,0,205,18,0,2,Pré-Pago,Inativo,25,10035,Não Cancelou
0,0,24,0,0,0,5,0,Pré-Pago,Inativo,45,125,Não Cancelou
3,0,23,0,730,25,3,8,Pré-Pago,Ativo,25,47475,Não Cancelou
0,0,23,0,2730,54,0,18,Pré-Pago,Ativo,30,11136,Não Cancelou
0,0,16,0,1200,19,12,9,Pré-Pago,Ativo,25,108855,Não Cancelou
9,0,15,0,5897,134,69,37,Contrato,Ativo,15,711205,Não Cancelou
5,0,13,0,8437,164,57,35,Pré-Pago,Ativo,45,357525,Não Cancelou
1,0,14,2,2357,38,15,14,Pré-Pago,Ativo,30,1558,Não Cancelou
0,0,7,0,3895,33,199,5,Pré-Pago,Ativo,30,95312,Não Cancelou
0,0,7,0,992,12,0,2,Pré-Pago,Ativo,25,4518,Cancelou
1,0,31,0,4065,59,0,14,Pré-Pago,Ativo,25,18558,Não Cancelou
0,0,32,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
3,0,30,0,2148,48,344,21,Pré-Pago,Ativo,25,164682,Não Cancelou
3,0,31,0,3893,54,0,32,Pré-Pago,Ativo,15,217085,Não Cancelou
0,0,31,0,2088,46,0,30,Pré-Pago,Ativo,15,11737,Não Cancelou
4,0,31,0,3470,70,17,25,Pré-Pago,Ativo,25,2358,Não Cancelou
0,0,31,0,2055,27,270,15,Pré-Pago,Ativo,30,116328,Não Cancelou
6,0,30,0,8810,109,129,40,Pré-Pago,Ativo,30,87276,Não Cancelou
0,0,31,0,13468,157,0,41,Pré-Pago,Ativo,30,545,Não Cancelou
0,0,31,0,4210,71,0,22,Pré-Pago,Ativo,30,17124,Não Cancelou
0,0,31,0,5613,83,0,9,Pré-Pago,Ativo,25,25632,Não Cancelou
2,0,31,0,1933,42,0,14,Pré-Pago,Inativo,30,79,Não Cancelou
18,0,31,1,14835,213,39,29,Pré-Pago,Ativo,25,85266,Não Cancelou
0,0,31,0,2790,15,468,5,Pré-Pago,Ativo,30,19842,Não Cancelou
2,0,30,0,15180,170,135,27,Pré-Pago,Ativo,25,129825,Não Cancelou
0,0,30,0,6195,74,171,23,Pré-Pago,Ativo,30,93476,Não Cancelou
0,0,30,0,570,2,0,8,Pré-Pago,Inativo,25,2574,Não Cancelou
0,0,31,0,405,2,0,5,Pré-Pago,Inativo,25,18315,Não Cancelou
0,0,30,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,30,0,7203,115,369,40,Pré-Pago,Ativo,25,198981,Não Cancelou
0,0,30,0,11160,142,0,44,Pré-Pago,Ativo,30,45208,Não Cancelou
1,0,30,0,6413,63,93,34,Pré-Pago,Ativo,25,70992,Não Cancelou
16,0,26,0,650,35,1,14,Pré-Pago,Inativo,25,35325,Cancelou
14,0,29,6,10130,81,0,39,Pré-Pago,Ativo,45,255275,Não Cancelou
6,0,29,0,5513,86,11,21,Pré-Pago,Ativo,25,301455,Cancelou
0,0,27,0,2535,10,0,11,Pré-Pago,Ativo,30,1018,Não Cancelou
2,0,28,0,2685,29,0,13,Pré-Pago,Inativo,25,12213,Cancelou
2,0,29,0,1963,32,19,28,Pré-Pago,Inativo,30,1558,Cancelou
0,0,29,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,29,0,1363,13,0,3,Pré-Pago,Ativo,30,5504,Não Cancelou
0,0,26,0,6480,85,0,19,Pré-Pago,Ativo,45,164125,Não Cancelou
0,0,29,0,0,0,0,0,Pré-Pago,Inativo,30,0,Cancelou
0,0,29,0,0,0,0,0,Pré-Pago,Ativo,45,0,Não Cancelou
18,0,24,1,15770,226,0,77,Pré-Pago,Ativo,25,71982,Não Cancelou
0,0,27,1,6660,104,256,30,Contrato,Ativo,25,145638,Não Cancelou
0,0,29,0,3413,70,0,25,Pré-Pago,Ativo,25,156735,Não Cancelou
0,0,28,0,1360,32,23,17,Pré-Pago,Inativo,30,14768,Não Cancelou
0,0,29,0,2475,41,160,20,Pré-Pago,Ativo,25,83322,Não Cancelou
0,0,20,0,1010,24,178,8,Contrato,Ativo,25,84753,Não Cancelou
0,0,19,0,1263,27,15,65,Pré-Pago,Ativo,45,6975,Não Cancelou
4,0,20,0,395,13,0,4,Pré-Pago,Inativo,25,1836,Não Cancelou
0,0,19,0,520,4,6,2,Pré-Pago,Inativo,45,281,Não Cancelou
3,0,18,0,920,20,4,10,Pré-Pago,Ativo,15,737,Não Cancelou
0,0,18,0,2920,49,0,20,Pré-Pago,Ativo,30,11876,Não Cancelou
0,0,11,0,1390,14,13,11,Pré-Pago,Ativo,25,12168,Não Cancelou
9,0,10,0,6087,129,70,39,Contrato,Ativo,15,72688,Não Cancelou
5,0,8,0,8627,159,58,37,Pré-Pago,Ativo,45,36465,Não Cancelou
1,0,9,1,2547,33,16,16,Pré-Pago,Ativo,30,1672,Não Cancelou
0,0,3,0,4085,28,200,7,Pré-Pago,Ativo,25,1085085,Não Cancelou
0,0,3,0,1182,7,0,4,Pré-Pago,Ativo,25,53505,Cancelou
5,0,41,0,4065,71,6,16,Pré-Pago,Ativo,30,18944,Não Cancelou
0,0,42,0,13,5,8,3,Pré-Pago,Inativo,30,3272,Não Cancelou
7,0,40,0,2148,60,360,23,Pré-Pago,Ativo,30,152832,Não Cancelou
7,0,41,0,3893,66,2,34,Pré-Pago,Ativo,15,228745,Não Cancelou
0,0,41,0,2088,58,3,32,Pré-Pago,Ativo,25,11007,Não Cancelou
8,0,41,1,3470,82,33,27,Pré-Pago,Ativo,30,27408,Não Cancelou
1,0,41,0,2055,39,286,17,Pré-Pago,Ativo,30,122776,Não Cancelou
10,0,40,2,8810,121,145,42,Pré-Pago,Ativo,30,93724,Não Cancelou
4,0,41,0,13468,169,1,43,Pré-Pago,Ativo,30,54948,Não Cancelou
4,0,41,1,4210,83,3,24,Pré-Pago,Ativo,30,18372,Não Cancelou
3,0,41,0,5613,95,8,11,Pré-Pago,Ativo,30,26032,Não Cancelou
6,0,41,0,1933,54,9,16,Pré-Pago,Inativo,30,11548,Não Cancelou
22,0,41,3,14835,225,55,31,Pré-Pago,Ativo,30,8224,Não Cancelou
1,0,41,1,2790,27,484,7,Pré-Pago,Ativo,30,204868,Não Cancelou
6,0,40,0,15180,182,151,29,Pré-Pago,Ativo,25,137079,Não Cancelou
0,0,40,1,6195,86,187,25,Pré-Pago,Ativo,30,99924,Não Cancelou
0,0,40,0,570,14,1,10,Pré-Pago,Inativo,25,3078,Não Cancelou
0,0,41,0,405,14,14,7,Pré-Pago,Inativo,30,7276,Não Cancelou
0,0,40,0,0,0,1,0,Pré-Pago,Inativo,25,45,Cancelou
0,0,40,0,7203,127,385,42,Pré-Pago,Ativo,30,18332,Não Cancelou
4,0,40,1,11160,154,12,46,Pré-Pago,Ativo,45,31285,Não Cancelou
5,0,40,1,6413,75,109,36,Pré-Pago,Ativo,25,78246,Não Cancelou
20,0,36,0,650,47,17,16,Pré-Pago,Inativo,30,9588,Cancelou
18,0,39,8,10130,93,2,41,Pré-Pago,Ativo,55,156345,Não Cancelou
10,0,39,1,5513,98,27,23,Pré-Pago,Ativo,25,373995,Cancelou
0,0,37,0,2535,22,1,13,Pré-Pago,Ativo,30,10628,Não Cancelou
6,1,38,0,2685,41,10,15,Pré-Pago,Inativo,30,14904,Cancelou
6,0,39,0,1963,44,35,30,Pré-Pago,Inativo,30,22028,Cancelou
0,0,39,0,0,0,1,0,Pré-Pago,Inativo,30,4,Cancelou
0,0,39,0,1363,25,1,5,Pré-Pago,Ativo,45,372,Não Cancelou
0,0,36,1,6480,97,15,21,Pré-Pago,Ativo,55,121155,Não Cancelou
0,0,39,0,323,7,10,3,Pré-Pago,Inativo,45,3325,Cancelou
0,0,39,1,33,4,5,1,Pré-Pago,Ativo,55,8055,Não Cancelou
22,0,34,3,15770,238,1,79,Pré-Pago,Ativo,25,72486,Não Cancelou
3,0,37,3,6660,116,272,32,Contrato,Ativo,25,152892,Não Cancelou
0,0,39,0,3413,82,3,27,Pré-Pago,Ativo,30,1518,Não Cancelou
0,0,38,0,1360,44,39,19,Pré-Pago,Inativo,30,21216,Não Cancelou
3,0,39,0,2475,53,176,22,Pré-Pago,Ativo,25,90576,Não Cancelou
1,0,30,1,1010,36,194,10,Contrato,Ativo,25,92007,Não Cancelou
1,0,29,0,1263,39,31,67,Pré-Pago,Ativo,45,11005,Não Cancelou
